CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
40823884,MADISON'S,Bronx,5686,RIVERDALE AVENUE,10471,7186533462,Italian,11/01/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,11/01/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.90642856918,-73.904203177041,208,11,033700,2085165,2058630134,BX22,
40823884,MADISON'S,Bronx,5686,RIVERDALE AVENUE,10471,7186533462,Italian,11/01/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,6,A,11/01/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.90642856918,-73.904203177041,208,11,033700,2085165,2058630134,BX22,
41231473,ALL NATIONS,Brooklyn,1091,UTICA AVENUE,11203,7186291300,Caribbean,11/04/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,11/04/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.646178572692,-73.929777835726,317,45,084800,3327622,3047610064,BK96,
41646811,EL PATRON NIGHTCLUB CABARET-RESTAURANT,Bronx,1465,JEROME AVENUE,10452,6462280275,American,11/05/2016,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,8,,,06/06/2024,Inter-Agency Task Force / Initial Inspection,40.841056461708,-73.917106179134,204,16,021900,2008317,2028580023,BX26,
41646811,EL PATRON NIGHTCLUB CABARET-RESTAURANT,Bronx,1465,JEROME AVENUE,10452,6462280275,American,11/05/2016,Violations were cited in the following area(s).,22B,Toilet facility used by women does not have at least one covered garbage receptacle.,Not Critical,,,,06/06/2024,Administrative Miscellaneous / Initial Inspection,40.841056461708,-73.917106179134,204,16,021900,2008317,2028580023,BX26,
41104596,STADIUM PIZZA BAR RESTAURANT,Bronx,113115,EAST  157 STREET,,9176319444,American,11/05/2016,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,41,,,06/06/2024,Inter-Agency Task Force / Initial Inspection,0,0,,,,,2,,
41104596,STADIUM PIZZA BAR RESTAURANT,Bronx,113115,EAST  157 STREET,,9176319444,American,11/05/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,41,,,06/06/2024,Inter-Agency Task Force / Initial Inspection,0,0,,,,,2,,
41104596,STADIUM PIZZA BAR RESTAURANT,Bronx,113115,EAST  157 STREET,,9176319444,American,11/05/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,41,,,06/06/2024,Inter-Agency Task Force / Initial Inspection,0,0,,,,,2,,
41363953,GRAMERCY TERRACE (GRAMERCY PARK HOTEL),Manhattan,2,LEXINGTON AVENUE,10010,2122012171,American,11/07/2016,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,11/07/2016,06/06/2024,Cycle Inspection / Re-inspection,40.738308277497,-73.985616357496,106,02,006800,1017990,1008770018,MN21,
40402398,FRIARS NATIONAL ASSOC.,Manhattan,57,EAST   55 STREET,10022,2127517272,American,11/09/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,11/09/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.760771821073,-73.972786002313,105,04,010200,1035777,1012910127,MN17,
40402398,FRIARS NATIONAL ASSOC.,Manhattan,57,EAST   55 STREET,10022,2127517272,American,11/09/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,11/09/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.760771821073,-73.972786002313,105,04,010200,1035777,1012910127,MN17,
40402398,FRIARS NATIONAL ASSOC.,Manhattan,57,EAST   55 STREET,10022,2127517272,American,11/09/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,11/09/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.760771821073,-73.972786002313,105,04,010200,1035777,1012910127,MN17,
40383033,O'SULLIVAN'S PUB,Brooklyn,8902,3 AVENUE,11209,7187459619,American,11/10/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,11/10/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.621275753257,-74.031962223372,310,43,006000,3154131,3060630038,BK31,
40383033,O'SULLIVAN'S PUB,Brooklyn,8902,3 AVENUE,11209,7187459619,American,11/10/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,11/10/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.621275753257,-74.031962223372,310,43,006000,3154131,3060630038,BK31,
40383033,O'SULLIVAN'S PUB,Brooklyn,8902,3 AVENUE,11209,7187459619,American,11/10/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,11/10/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.621275753257,-74.031962223372,310,43,006000,3154131,3060630038,BK31,
41611699,LONG SHOTS,Queens,110-00,ROCKAWAY BOULEVARD,11420,7182153308,American,11/10/2016,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13,A,11/10/2016,06/06/2024,Cycle Inspection / Re-inspection,40.677664571164,-73.828757893149,410,32,086400,4457718,4115430002,QN55,
41611699,LONG SHOTS,Queens,110-00,ROCKAWAY BOULEVARD,11420,7182153308,American,11/10/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,11/10/2016,06/06/2024,Cycle Inspection / Re-inspection,40.677664571164,-73.828757893149,410,32,086400,4457718,4115430002,QN55,
41611699,LONG SHOTS,Queens,110-00,ROCKAWAY BOULEVARD,11420,7182153308,American,11/10/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,11/10/2016,06/06/2024,Cycle Inspection / Re-inspection,40.677664571164,-73.828757893149,410,32,086400,4457718,4115430002,QN55,
41611699,LONG SHOTS,Queens,110-00,ROCKAWAY BOULEVARD,11420,7182153308,American,11/10/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,11/10/2016,06/06/2024,Cycle Inspection / Re-inspection,40.677664571164,-73.828757893149,410,32,086400,4457718,4115430002,QN55,
50050873,"COLUMBIA UNIVERSITY BAKER ATHLETICS COMPLEX, STAND #2",Manhattan,533,WEST  218 STREET,10034,2128548324,Hotdogs,11/12/2016,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,2,A,11/12/2016,06/06/2024,Pre-permit (Operational) / Re-inspection,40.871922776589,-73.915805630187,112,10,029700,1082066,1022440001,MN99,
50047490,COCONUT HOOKAH,Brooklyn,473,BAY RIDGE AVENUE,11220,9178157298,Middle Eastern,11/12/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Applicable,,,,06/06/2024,Smoke-Free Air Act / Initial Inspection,40.633854727539,-74.021847807351,310,43,013000,3145289,3058640054,BK31,
50050878,"COLUMBIA UNIVERSITY BAKER ATHLETICS COMPLEX, STAND #3",Manhattan,533,WEST  218 STREET,10034,2128548324,Coffee/Tea,11/12/2016,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,28,C,11/12/2016,06/06/2024,Pre-permit (Operational) / Re-inspection,40.871922776589,-73.915805630187,112,10,029700,1082066,1022440001,MN99,
50047490,COCONUT HOOKAH,Brooklyn,473,BAY RIDGE AVENUE,11220,9178157298,Middle Eastern,11/12/2016,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided,  improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,2,A,11/12/2016,06/06/2024,Pre-permit (Operational) / Initial Inspection,40.633854727539,-74.021847807351,310,43,013000,3145289,3058640054,BK31,
50057488,THREE BROTHERS BAR,Brooklyn,4910,3 AVENUE,11220,5163139785,Mexican,11/18/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,,,06/06/2024,Pre-permit (Non-operational) / Initial Inspection,40.648112334335,-74.014137093295,307,38,002000,3012840,3007810042,BK32,
40761262,CIRCLE IN THE SQUARE THEATRE,Manhattan,1633,BROADWAY,10019,2126641591,American,11/18/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,11/18/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.76156716221,-73.983961634192,105,03,013100,1024812,1010220043,MN17,
50057488,THREE BROTHERS BAR,Brooklyn,4910,3 AVENUE,11220,5163139785,Mexican,11/18/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,,,06/06/2024,Pre-permit (Non-operational) / Initial Inspection,40.648112334335,-74.014137093295,307,38,002000,3012840,3007810042,BK32,
40761262,CIRCLE IN THE SQUARE THEATRE,Manhattan,1633,BROADWAY,10019,2126641591,American,11/18/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,11/18/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.76156716221,-73.983961634192,105,03,013100,1024812,1010220043,MN17,
41251712,UNDERGROUND LOUNGE,Queens,10409,123 STREET,11419,7183224144,Caribbean,11/19/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,11/19/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.687212195366,-73.820620292473,410,28,015802,4204508,4095770065,QN55,
41251712,UNDERGROUND LOUNGE,Queens,10409,123 STREET,11419,7183224144,Caribbean,11/19/2016,Violations were cited in the following area(s).,10J,Hand wash sign not posted,Not Critical,7,A,11/19/2016,06/06/2024,Cycle Inspection / Initial Inspection,40.687212195366,-73.820620292473,410,28,015802,4204508,4095770065,QN55,
50041579,PA-NASH EUROSOUL RESTAURANT & LOUNGE,Queens,144-14,243 STREET,11422,7189786094,Mediterranean,11/25/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,15,,,06/06/2024,Cycle Inspection / Initial Inspection,40.660171281681,-73.739470184253,413,31,065400,4287998,4135490005,QN05,
50041579,PA-NASH EUROSOUL RESTAURANT & LOUNGE,Queens,144-14,243 STREET,11422,7189786094,Mediterranean,11/25/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,15,,,06/06/2024,Cycle Inspection / Initial Inspection,40.660171281681,-73.739470184253,413,31,065400,4287998,4135490005,QN05,
50008280,WILD ORCHID BAR & LOUNGE,Queens,11148,LEFFERTS BLVD,11420,3479609997,American,12/02/2016,Violations were cited in the following area(s).,05B,"Harmful, noxious gas or vapor detected. CO =13 ppm.",Critical,10,A,12/02/2016,06/06/2024,Cycle Inspection / Re-inspection,40.680197478702,-73.821223307209,410,28,010200,4250424,4116230030,QN55,
